nct_id,nlm_download_date_description,study_first_submitted_date,results_first_submitted_date,disposition_first_submitted_date,last_update_submitted_date,study_first_submitted_qc_date,study_first_posted_date,study_first_posted_date_type,results_first_submitted_qc_date,results_first_posted_date,results_first_posted_date_type,disposition_first_submitted_qc_date,disposition_first_posted_date,disposition_first_posted_date_type,last_update_submitted_qc_date,last_update_posted_date,last_update_posted_date_type,start_month_year,start_date_type,start_date,verification_month_year,verification_date,completion_month_year,completion_date_type,completion_date,primary_completion_month_year,primary_completion_date_type,primary_completion_date,target_duration,study_type,acronym,baseline_population,brief_title,official_title,overall_status,last_known_status,phase,enrollment,enrollment_type,source,limitations_and_caveats,number_of_arms,number_of_groups,why_stopped,has_expanded_access,expanded_access_type_individual,expanded_access_type_intermediate,expanded_access_type_treatment,has_dmc,is_fda_regulated_drug,is_fda_regulated_device,is_unapproved_device,is_ppsd,is_us_export,biospec_retention,biospec_description,ipd_time_frame,ipd_access_criteria,ipd_url,plan_to_share_ipd,plan_to_share_ipd_description,created_at,updated_at,sponsor_name,agency_class,drug_name,intervention_type
NCT00141661,"ClinicalTrials.gov processed this data on January 31, 2020",2005-08-30,,,2009-08-19,2005-08-30,2005-09-01,Estimate,,,,,,,2009-08-19,2009-08-20,Estimate,October 2005,,2005-10-31,August 2009,2009-08-31,June 2006,Actual,2006-06-30,June 2006,Actual,2006-06-30,,Interventional,,,A Safety and Tolerability Evaluation of Two 10-Week Dose Regimens of Orally-Administered PF-04494700 in Alzheimer's Patients,"A Double-Blind, Randomized, Placebo-Controlled, Phase IIa, Multiple Dose, Multicenter Study in Subjects With Mild to Moderate Dementia of the Alzheimer's Type to Evaluate the Safety and Tolerability of Two 10-Week Dose Regimens of Orally-Administered PF-04494700",Completed,,Phase 2,67,Actual,Pfizer,,3,,,False,,,,False,,,,,,,,,,,,,2020-02-01 22:05:05.719845,2020-02-01 22:05:05.719845,Pfizer,Industry,Placebo Comparator,Drug
NCT01547169,"ClinicalTrials.gov processed this data on January 31, 2020",2012-02-07,,,2012-12-17,2012-03-06,2012-03-07,Estimate,,,,,,,2012-12-17,2012-12-18,Estimate,March 2011,,2011-03-31,December 2012,2012-12-31,December 2012,Actual,2012-12-31,December 2012,Actual,2012-12-31,,Interventional,SNIFF-LONG 21,,Study of Nasal Insulin to Fight Forgetfulness - Long-acting Insulin Detemir - 21 Days,Study of Nasal Insulin to Fight Forgetfulness - Long-acting Insulin Detemir - 21 Days,Completed,,Phase 2,60,Actual,University of Washington,,3,,,False,,,,True,,,,,,,,,,,,,2020-02-01 15:17:31.332607,2020-02-01 15:17:31.332607,University of Washington,Other,Placebo Comparator,Drug
NCT01230853,"ClinicalTrials.gov processed this data on January 31, 2020",2010-10-27,,,2013-05-20,2010-10-28,2010-10-29,Estimate,,,,,,,2013-05-20,2013-05-22,Estimate,August 2010,,2010-08-31,February 2013,2013-02-28,February 2013,Actual,2013-02-28,October 2012,Actual,2012-10-31,,Interventional,,,"A Randomized, Double-blind, Placebo-controlled, Combined Single Ascending Dose and Multiple Ascending Dose Study","A Randomized, Double-blind, Placebo-controlled, Combined Single Ascending Dose and Multiple Ascending Dose Study to Assess Safety, Tolerability, Immunogenicity, Pharmacodynamic Response, and Pharmacokinetics of Intravenous Infusions of BAN2401 in Subjects With Mild to Moderate Alzheimer?s Disease",Completed,,Phase 1,80,Actual,Eisai Inc.,,4,,,False,,,,False,,,,,,,,,,,,,2020-02-01 16:43:04.642093,2020-02-01 16:43:04.642093,Eisai Inc.,Industry,Placebo Comparator A,Drug
NCT01230853,"ClinicalTrials.gov processed this data on January 31, 2020",2010-10-27,,,2013-05-20,2010-10-28,2010-10-29,Estimate,,,,,,,2013-05-20,2013-05-22,Estimate,August 2010,,2010-08-31,February 2013,2013-02-28,February 2013,Actual,2013-02-28,October 2012,Actual,2012-10-31,,Interventional,,,"A Randomized, Double-blind, Placebo-controlled, Combined Single Ascending Dose and Multiple Ascending Dose Study","A Randomized, Double-blind, Placebo-controlled, Combined Single Ascending Dose and Multiple Ascending Dose Study to Assess Safety, Tolerability, Immunogenicity, Pharmacodynamic Response, and Pharmacokinetics of Intravenous Infusions of BAN2401 in Subjects With Mild to Moderate Alzheimer?s Disease",Completed,,Phase 1,80,Actual,Eisai Inc.,,4,,,False,,,,False,,,,,,,,,,,,,2020-02-01 16:43:04.642093,2020-02-01 16:43:04.642093,Eisai Inc.,Industry,Placebo Comparator B,Drug
NCT00568776,"ClinicalTrials.gov processed this data on January 31, 2020",2007-12-04,2011-09-27,,2019-10-17,2007-12-04,2007-12-06,Estimate,2012-03-01,2012-03-29,Estimate,,,,2019-10-17,2019-11-01,Actual,December 2007,,2007-12-31,October 2019,2019-10-31,May 2010,Actual,2010-05-31,May 2010,Actual,2010-05-31,,Interventional,,,ELND005 in Patients With Mild to Moderate Alzheimer's Disease,"A Randomized, Double-Blind, Placebo-Controlled, Dose-Ranging, Safety and Efficacy Study of Oral ELND005 (AZD-103) in Alzheimer's Disease",Completed,,Phase 2,353,Actual,"OPKO Health, Inc.","The two high dose groups of ELND005 were discontinued before study end, so the efficacy analysis was based only on placebo and ELND005 250 mg bid groups.",4,,,False,,,,True,,,,,,,,,,,,,2020-02-01 20:01:52.395629,2020-02-01 20:01:52.395629,"OPKO Health, Inc.",Industry,Placebo Control,Drug
NCT00574132,"ClinicalTrials.gov processed this data on January 31, 2020",2007-12-10,,2013-09-27,2013-10-30,2007-12-13,2007-12-17,Estimate,,,,2013-09-27,2013-10-28,Estimate,2013-10-30,2013-11-25,Estimate,December 2007,,2007-12-31,October 2013,2013-10-31,June 2012,Actual,2012-06-30,June 2012,Actual,2012-06-30,,Interventional,,,Bapineuzumab in Patients With Mild to Moderate Alzheimer's Disease (ApoE4 Non-Carrier),"A Phase 3, Multicenter, Randomized, Double-Blind, Placebo-Controlled, Parallel-Group, Efficacy and Safety Trial of Bapineuzumab (AAB-001, ELN115727) In Patients With Mild to Moderate Alzheimer's Disease Who Are Apolipoprotein E4 Non- Carriers.",Completed,,Phase 3,1331,Actual,"JANSSEN Alzheimer Immunotherapy Research & Development, LLC",,3,,,False,,,,,,,,,,,,,,,,,2020-02-01 20:00:25.535905,2020-02-01 20:00:25.535905,"JANSSEN Alzheimer Immunotherapy Research & Development, LLC",Industry,Placebo Control,Drug
NCT00575055,"ClinicalTrials.gov processed this data on January 31, 2020",2007-12-10,,2013-09-27,2013-10-30,2007-12-13,2007-12-17,Estimate,,,,2013-09-27,2013-10-28,Estimate,2013-10-30,2013-11-25,Estimate,December 2007,,2007-12-31,October 2013,2013-10-31,April 2012,Actual,2012-04-30,April 2012,Actual,2012-04-30,,Interventional,,,Bapineuzumab in Patients With Mild to Moderate Alzheimer's Disease (ApoE4 Carrier),"A Phase 3, Multicenter, Randomized, Double-Blind, Placebo-Controlled, Parallel-Group, Efficacy and Safety Trial of Bapineuzumab (AAB-001, ELN115727) In Patients With Mild to Moderate Alzheimer's Disease Who Are Apolipoprotein E4 Carriers.",Completed,,Phase 3,1121,Actual,"JANSSEN Alzheimer Immunotherapy Research & Development, LLC",,3,,,False,,,,,,,,,,,,,,,,,2020-02-01 20:00:04.969013,2020-02-01 20:00:04.969013,"JANSSEN Alzheimer Immunotherapy Research & Development, LLC",Industry,Placebo Control,Drug
NCT00866060,"ClinicalTrials.gov processed this data on January 31, 2020",2009-03-19,,,2009-03-19,2009-03-19,2009-03-20,Estimate,,,,,,,2009-03-19,2009-03-20,Estimate,February 2008,,2008-02-29,March 2009,2009-03-31,June 2013,Anticipated,2013-06-30,February 2012,Anticipated,2012-02-29,,Interventional,DOMINO-AD,,Donepezil and Memantine in Moderate to Severe Alzheimer's Disease,Donepezil and Memantine in Moderate to Severe Alzheimer's Disease,Unknown status,Recruiting,Phase 4,800,Anticipated,King's College London,,4,,,False,,,,True,,,,,,,,,,,,,2020-02-01 18:34:35.920768,2020-02-01 18:34:35.920768,King's College London,Other,Placebo donepezil,Drug
NCT01940952,"ClinicalTrials.gov processed this data on January 31, 2020",2013-09-09,,,2013-09-09,2013-09-09,2013-09-12,Estimate,,,,,,,2013-09-09,2013-09-12,Estimate,September 2013,,2013-09-30,September 2013,2013-09-30,,,,August 2015,Anticipated,2015-08-31,,Interventional,,,Zydena on Cognitive Function of Alzheimer's Disease Patients,"Efficacy of Zydena (Udenafil) on Cognitive Function of Alzheimer's Disease Patients: A Randomized, Double Blind, Placebo-controlled Multicenter Study",Unknown status,Not yet recruiting,Phase 3,210,Anticipated,Samsung Medical Center,,3,,,False,,,,False,,,,,,,,,,,,,2020-02-01 13:35:04.954668,2020-02-01 13:35:04.954668,Samsung Medical Center,Other,Placebo + Donepezil 5mg or 10mg,Drug
NCT02880956,"ClinicalTrials.gov processed this data on January 31, 2020",2016-08-24,,,2020-01-14,2016-08-24,2016-08-26,Estimate,,,,,,,2020-01-14,2020-01-18,Actual,"October 17, 2016",Actual,2016-10-17,January 2020,2020-01-31,"July 28, 2021",Anticipated,2021-07-28,"April 30, 2021",Anticipated,2021-04-30,,Interventional,,,A Study to Evaluate the Efficacy and Safety of ABBV-8E12 in Subjects With Early Alzheimer's Disease,"A Phase 2 Multiple Dose, Multicenter, Randomized, Double-Blind, Placebo-Controlled Study to Evaluate the Efficacy and Safety of ABBV-8E12 in Subjects With Early Alzheimer's Disease","Active, not recruiting",,Phase 2,453,Actual,AbbVie,,4,,,True,,,,True,True,False,,,False,,,"Data requests can be submitted at any time and the data will be accessible for 12 months, with possible extensions considered.","Access to this clinical trial data can be requested by any qualified researchers who engage in rigorous, independent scientific research, and will be provided following review and approval of a research proposal and Statistical Analysis Plan (SAP) and execution of a Data Sharing Agreement (DSA). For more information on the process, or to submit a request, visit the following link.",https://www.abbvie.com/our-science/clinical-trials/clinical-trials-data-and-information-sharing/data-and-information-sharing-with-qualified-researchers.html,Yes,"AbbVie is committed to responsible data sharing regarding the clinical trials we sponsor. This includes access to anonymized, individual and trial-level data (analysis data sets), as well as other information (e.g., protocols and clinical study reports), as long as the trials are not part of an ongoing or planned regulatory submission. This includes requests for clinical trial data for unlicensed products and indications.",2020-02-01 10:02:59.856443,2020-02-01 10:02:59.856443,AbbVie,Industry,placebo for ABBV-8E12,Drug
NCT01324518,"ClinicalTrials.gov processed this data on January 31, 2020",2011-03-24,,,2014-10-20,2011-03-25,2011-03-29,Estimate,,,,,,,2014-10-20,2014-10-21,Estimate,April 2011,,2011-04-30,October 2014,2014-10-31,October 2012,Actual,2012-10-31,September 2012,Actual,2012-09-30,,Interventional,ALPO,,Safety and Efficacy of ORM-12741 in Patients With Alzheimer's Disease,Safety and Efficacy of ORM-12741 on Cognitive and Behavioral Symptoms in Patients With Alzheimer's Disease,Completed,,Phase 2,100,Actual,"Orion Corporation, Orion Pharma",,3,,,False,,,,True,,,,,,,,,,,,,2020-02-01 16:16:14.110927,2020-02-01 16:16:14.110927,"Orion Corporation, Orion Pharma",Industry,Placebo for ORM-12741,Drug
NCT01266525,"ClinicalTrials.gov processed this data on January 31, 2020",2010-12-23,,2016-02-12,2016-02-12,2010-12-23,2010-12-24,Estimate,,,,2016-02-12,2016-03-14,Estimate,2016-02-12,2016-03-14,Estimate,February 2011,,2011-02-28,February 2016,2016-02-29,January 2013,Actual,2013-01-31,January 2013,Actual,2013-01-31,,Interventional,,,Effect of Different Doses of SAR110894 on Cognition in Patients With Mild to Moderate Alzheimer's Disease on Donepezil,"A Multinational, Multicenter, Randomized, Double-blind, Parallel-group, Placebo-controlled Study of the Effect on Cognitive Performance, Safety, and Tolerability of SAR110894D at the Doses of 0.5 mg, 2 mg, and 5 mg/Day for 24 Weeks in Patients With Mild to Moderate Alzheimer's Disease on Stable Donepezil Therapy",Completed,,Phase 2,291,Actual,Sanofi,,4,,,False,,,,True,,,,,,,,,,,,,2020-02-01 16:32:09.069267,2020-02-01 16:32:09.069267,Sanofi,Industry,placebo (for SAR110894),Drug
NCT00539305,"ClinicalTrials.gov processed this data on January 31, 2020",2007-10-03,2013-03-15,,2014-07-10,2007-10-03,2007-10-04,Estimate,2014-07-10,2014-07-14,Estimate,,,,2014-07-10,2014-07-14,Estimate,July 2009,,2009-07-31,July 2014,2014-07-31,May 2012,Actual,2012-05-31,July 2011,Actual,2011-07-31,,Interventional,HIP,,Hormone and Information Processing Study,Testosterone Supplementation in Men With MCI,Completed,,Phase 3,22,Actual,University of Washington,,2,,,False,,,,True,,,,,,,,,,,,,2020-02-01 20:12:13.088046,2020-02-01 20:12:13.088046,University of Washington,Other,placebo gel,Drug
NCT00161473,"ClinicalTrials.gov processed this data on January 31, 2020",2005-09-08,2012-02-24,,2012-06-26,2005-09-08,2005-09-12,Estimate,2012-06-26,2012-08-02,Estimate,,,,2012-06-26,2012-08-02,Estimate,January 2001,,2001-01-31,June 2012,2012-06-30,September 2009,Actual,2009-09-30,September 2009,Actual,2009-09-30,,Interventional,,,Alzheimer's in Long-Term Care--Treatment for Agitation,Alzheimer's in Long-Term Care--Treatment for Agitation,Completed,,N/A,24,Actual,University of Washington,,2,,,False,,,,True,,,,,,,,,,,,,2020-02-01 21:59:31.636454,2020-02-01 21:59:31.636454,University of Washington,Other,placebo (inert substance),Drug
NCT02221622,"ClinicalTrials.gov processed this data on January 31, 2020",2014-07-02,,,2019-07-02,2014-08-18,2014-08-20,Estimate,,,,,,,2019-07-02,2019-07-05,Actual,August 2014,,2014-08-31,May 2018,2018-05-31,February 2018,Actual,2018-02-28,February 2018,Actual,2018-02-28,,Interventional,Allo,,Allopregnanolone for Mild Cognitive Impairment Due to Alzheimer's Disease or Mild AD,Allopregnanolone Regenerative Therapeutic for MCI/AD: Dose Finding Phase 1,Completed,,Phase 1,24,Actual,University of Southern California,,4,,,False,,,,True,,,,,,,,,,,,,2020-02-01 12:24:27.622064,2020-02-01 12:24:27.622064,University of Southern California,Other,Placebo injection (intravenous solution),Drug
NCT00439166,"ClinicalTrials.gov processed this data on January 31, 2020",2007-02-20,,,2018-03-15,2007-02-21,2007-02-23,Estimate,,,,,,,2018-03-15,2018-03-19,Actual,February 2007,,2007-02-28,March 2017,2017-03-31,December 2010,Actual,2010-12-31,April 2010,Actual,2010-04-30,,Interventional,,,Effects of Doxycycline and Rifampicin on Biomarkers of Alzheimer's Disease in the Cerebrospinal Fluid,Effects of Treatment With Doxycycline and Rifampicin on Biomarkers of Alzheimer's Disease in the Cerebrospinal Fluid,Completed,,Phase 3,100,Actual,McMaster University,,4,,,False,,,,False,,,,,,,,,,,,,2020-02-01 20:43:09.592414,2020-02-01 20:43:09.592414,Hamilton Health Sciences Corporation,Other,Placebo matched to doxycycline,Drug
NCT00439166,"ClinicalTrials.gov processed this data on January 31, 2020",2007-02-20,,,2018-03-15,2007-02-21,2007-02-23,Estimate,,,,,,,2018-03-15,2018-03-19,Actual,February 2007,,2007-02-28,March 2017,2017-03-31,December 2010,Actual,2010-12-31,April 2010,Actual,2010-04-30,,Interventional,,,Effects of Doxycycline and Rifampicin on Biomarkers of Alzheimer's Disease in the Cerebrospinal Fluid,Effects of Treatment With Doxycycline and Rifampicin on Biomarkers of Alzheimer's Disease in the Cerebrospinal Fluid,Completed,,Phase 3,100,Actual,McMaster University,,4,,,False,,,,False,,,,,,,,,,,,,2020-02-01 20:43:09.592414,2020-02-01 20:43:09.592414,Hamilton Health Sciences Corporation,Other,Placebo matched to Rifampin,Drug
NCT01492374,"ClinicalTrials.gov processed this data on January 31, 2020",2011-12-13,,,2014-07-23,2011-12-13,2011-12-15,Estimate,,,,,,,2014-07-23,2014-07-24,Estimate,February 2012,,2012-02-29,October 2013,2013-10-31,October 2013,Actual,2013-10-31,October 2013,Actual,2013-10-31,,Interventional,,,"Study to Evaluate the Safety, Tolerability and the Effect of BMS-241027 on Cerebrospinal Fluid Biomarkers in Subjects With Mild Alzheimer's Disease","A Multi-Center, Randomized, Double-Blind, Placebo-Controlled Study to Evaluate the Safety, Tolerability and the Effect of BMS-241027 on Cerebrospinal Fluid Biomarkers in Subjects With Mild Alzheimer's Disease",Completed,,Phase 1,40,Actual,Bristol-Myers Squibb,,4,,,False,,,,True,,,,,,,,,,,,,2020-02-01 15:31:09.583952,2020-02-01 15:31:09.583952,Bristol-Myers Squibb,Industry,Placebo matching BMS-241027,Drug
NCT00866060,"ClinicalTrials.gov processed this data on January 31, 2020",2009-03-19,,,2009-03-19,2009-03-19,2009-03-20,Estimate,,,,,,,2009-03-19,2009-03-20,Estimate,February 2008,,2008-02-29,March 2009,2009-03-31,June 2013,Anticipated,2013-06-30,February 2012,Anticipated,2012-02-29,,Interventional,DOMINO-AD,,Donepezil and Memantine in Moderate to Severe Alzheimer's Disease,Donepezil and Memantine in Moderate to Severe Alzheimer's Disease,Unknown status,Recruiting,Phase 4,800,Anticipated,King's College London,,4,,,False,,,,True,,,,,,,,,,,,,2020-02-01 18:34:35.920768,2020-02-01 18:34:35.920768,King's College London,Other,Placebo memantine,Drug
NCT03710642,"ClinicalTrials.gov processed this data on January 31, 2020",2018-10-09,,,2019-06-24,2018-10-16,2018-10-18,Actual,,,,,,,2019-06-24,2019-06-26,Actual,"July 30, 2019",Anticipated,2019-07-30,February 2019,2019-02-28,"December 31, 2022",Anticipated,2022-12-31,"December 31, 2021",Anticipated,2021-12-31,,Interventional,,,Prazosin for Agitation in Alzheimer's Disease,Prazosin for Disruptive Agitation in Alzheimer's Disease (AD) (PEACE-AD),Recruiting,,Phase 2,186,Anticipated,Alzheimer's Disease Cooperative Study (ADCS),,2,,,False,,,,True,True,False,,,,,,,,,,,2020-02-01 07:37:23.070907,2020-02-01 07:37:23.070907,Alzheimer's Disease Cooperative Study (ADCS),Other,Placebo oral capsule,Drug
NCT03752463,"ClinicalTrials.gov processed this data on January 31, 2020",2018-11-21,,,2018-11-21,2018-11-21,2018-11-26,Actual,,,,,,,2018-11-21,2018-11-26,Actual,"May 22, 2015",Actual,2015-05-22,April 2018,2018-04-30,"December 31, 2019",Anticipated,2019-12-31,"December 31, 2019",Anticipated,2019-12-31,,Interventional,,,NMDA Enhancer for the Treatment of Mild Alzheimer's Disease,NMDA Enhancer for the Treatment of Mild Alzheimer's Disease,Recruiting,,Phase 2,160,Anticipated,Chang Gung Memorial Hospital,,4,,,False,,,,,False,False,,,,,,,,,,,2020-02-01 07:31:01.934898,2020-02-01 07:31:01.934898,Chang Gung Memorial Hospital,Other,Placebo oral capsule,Drug
NCT03790709,"ClinicalTrials.gov processed this data on January 31, 2020",2018-12-24,,,2019-11-17,2018-12-31,2019-01-02,Actual,,,,,,,2019-11-17,2019-11-19,Actual,"July 3, 2018",Actual,2018-07-03,August 2019,2019-08-31,"December 31, 2021",Anticipated,2021-12-31,"September 30, 2021",Anticipated,2021-09-30,,Interventional,,,ANAVEX2-73 for Treatment of Early Alzheimer's Disease,"A Phase 2b/3, Double-Blind, Randomized, Placebo-Controlled 48-week Safety and Efficacy Trial of ANAVEX2-73 for the Treatment of Early Alzheimer's Disease (AD)",Recruiting,,Phase 2/Phase 3,450,Anticipated,Anavex Life Sciences Corp.,,3,,,False,,,,False,False,False,,,,,,,,,,,2020-02-01 07:25:39.943948,2020-02-01 07:25:39.943948,Anavex Life Sciences Corp.,Industry,Placebo oral capsule,Drug
NCT03875638,"ClinicalTrials.gov processed this data on January 31, 2020",2019-03-13,,,2019-09-09,2019-03-13,2019-03-15,Actual,,,,,,,2019-09-09,2019-09-10,Actual,"August 22, 2019",Actual,2019-08-22,September 2019,2019-09-30,November 2023,Anticipated,2023-11-30,August 2023,Anticipated,2023-08-31,,Interventional,,,Treating Hyperexcitability in AD With Levetiracetam,Treating Hyperexcitability in Alzheimer's Disease With Levetiracetam to Improve Brain Function and Cognition,Recruiting,,Phase 2,85,Anticipated,Beth Israel Deaconess Medical Center,,4,,,False,,,,True,True,False,,,False,,,,,,Undecided,,2020-02-01 07:13:04.175822,2020-02-01 07:13:04.175822,Beth Israel Deaconess Medical Center,Other,Placebo oral capsule,Drug
NCT04079803,"ClinicalTrials.gov processed this data on January 31, 2020",2019-08-26,,,2019-09-04,2019-09-04,2019-09-06,Actual,,,,,,,2019-09-04,2019-09-06,Actual,"August 15, 2019",Actual,2019-08-15,August 2019,2019-08-31,"April 15, 2020",Anticipated,2020-04-15,"January 15, 2020",Anticipated,2020-01-15,,Interventional,,,PTI-125 for Mild-to-moderate Alzheimer's Disease Patients,"A Phase 2b, Randomized, Double-blind, Placebo-controlled, Multiple Dose, Biomarker and Safety Study of PTI-125 in Mild-to-moderate Alzheimer's Disease Patients",Recruiting,,Phase 2,60,Anticipated,"Cassava Sciences, Inc.",,3,,,False,,,,False,True,False,,,,,,,,,No,,2020-02-01 06:43:02.419451,2020-02-01 06:43:02.419451,"Cassava Sciences, Inc.",Industry,Placebo oral tablet,Drug
NCT04098666,"ClinicalTrials.gov processed this data on January 31, 2020",2019-09-19,,,2019-11-07,2019-09-19,2019-09-23,Actual,,,,,,,2019-11-07,2019-11-12,Actual,"August 1, 2020",Anticipated,2020-08-01,November 2019,2019-11-30,"April 30, 2024",Anticipated,2024-04-30,"March 30, 2024",Anticipated,2024-03-30,,Interventional,MAP,,Metformin in Alzheimer's Dementia Prevention,Metformin in Alzheimer's Dementia Prevention,Not yet recruiting,,Phase 2/Phase 3,370,Anticipated,Columbia University,,2,,,False,,,,True,True,False,,,,,,After reporting of main results,,,Yes,"All datasets used/generated on the project will be made accessible and reusable by qualified individuals other than the original data generators via web-based resources with the capacity to store large and diverse datasets (such as data about clinical phenotypes, genetics, epigenetics, proteomics, and metabolomics) to enable multiple parallel approaches to data analysis and interpretation. All analytical methodologies will be made fully reproducible and transparent so that results can be vetted and existing analysis techniques quickly applied to new application areas. We will comply with the data sharing arrangement decided by NIA.",2020-02-01 06:40:23.267307,2020-02-01 06:40:23.267307,Columbia University,Other,Placebo oral tablet,Drug
